college_name,address,year,organization_type,size,area,graduation_rate,financial_aid,sat_score
Madison Area Technical College,"Madison, WI",4-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
DeVry University: Ontario,"Ontario, CA",4-year,Private,Small,Urban 10% graduation rate $33K average per year after aid SAT score range not available,Urban 10% graduation rate $33K average per year after aid SAT score range not available,Urban 10% graduation rate $33K average per year after aid SAT score range not available,Unknown
Olympic College,"Bremerton, WA",4-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
University of Chicago,"Chicago, IL",4-year,Private,Medium,Urban 96% graduation rate $37K average per year after aid 1510-1560,Urban 96% graduation rate $37K average per year after aid 1510-1560,Urban 96% graduation rate $37K average per year after aid 1510-1560,Urban 96% graduation rate $37K average per year after aid 1510-1560
San Francisco Conservatory of Music,"San Francisco, CA",4-year,Private,Unknown,Urban 63% graduation rate $46K average per year after aid SAT score range not available,Urban 63% graduation rate $46K average per year after aid SAT score range not available,Urban 63% graduation rate $46K average per year after aid SAT score range not available,Unknown
Hays Academy of Hair Design,"Hays, KS",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Manhattan Area Technical College,"Manhattan, KS",2-year,Public,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Ocean County College,"Toms River, NJ",2-year,Public,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
South Mountain Community College,"Phoenix, AZ",2-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Elyon College,"Brooklyn, NY",Unknown,Private,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Masters Barber And Styling College,"Old Hickory, TN",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
World Mission University,"Los Angeles, CA",4-year,Private,Unknown,Urban 33% graduation rate $19K average per year after aid SAT score range not available,Urban 33% graduation rate $19K average per year after aid SAT score range not available,Urban 33% graduation rate $19K average per year after aid SAT score range not available,Unknown
Genesis Career College Cookeville,"Cookeville, TN",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
GateWay Community College Central City,"Phoenix, AZ",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Xenon International Academy Omaha,"Omaha, NE",Unknown,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Franklin Hair Academy School Of Cosmetology,"Franklin, TN",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Baptist Bible College,"Springfield, MO",4-year,Private,Small,Urban 39% graduation rate $20K average per year after aid SAT score range not available,Urban 39% graduation rate $20K average per year after aid SAT score range not available,Urban 39% graduation rate $20K average per year after aid SAT score range not available,Unknown
Iowa Lakes Community College,"Estherville, IA",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
St. Paul College,"Saint Paul, MN",2-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
West Los Angeles College,"Culver City, CA",4-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Murray State College,"Tishomingo, OK",2-year,Public,Small,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
The Salon Professional Academy Colorado Springs,"Colorado Springs, CO",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Cerro Coso Community College,"Ridgecrest, CA",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Huntsville Bible College,"Huntsville, AL",4-year,Private,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Hillsdale Beauty College,"Hillsdale, MI",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Coastline Community College,"Fountain Valley, CA",2-year,Public,Medium,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Centralia College,"Centralia, WA",4-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
DeVry University: Irving,"Irving, TX",4-year,Private,Small,Suburban Graduation rate not available $25K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $25K average per year after aid SAT score range not available,Unknown
West Coast University: Orange County,"Anaheim, CA",4-year,Private,Unknown,Urban 73% graduation rate $28K average per year after aid SAT score range not available,Urban 73% graduation rate $28K average per year after aid SAT score range not available,Urban 73% graduation rate $28K average per year after aid SAT score range not available,Unknown
Allstate Hairstyling And Barber College,"Cleveland, OH",Unknown,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Center For Advanced Legal Studies,"Houston, TX",Unknown,Private,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Lac Courte Oreilles Ojibwe Community College,"Hayward, WI",4-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Pennsylvania Institute of Health and Technology,"Mount Braddock, PA",2-year,Private,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Charles Of Italy Beauty College And Massage Therapy School Lake Havasu City,"Lake Havasu City, AZ",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Los Angeles Valley College,"Van Nuys, CA",2-year,Public,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Los Angeles Trade and Technical College,"Los Angeles, CA",2-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Pillar College,"Newark, NJ",4-year,Private,Unknown,Urban 44% graduation rate $22K average per year after aid SAT score range not available,Urban 44% graduation rate $22K average per year after aid SAT score range not available,Urban 44% graduation rate $22K average per year after aid SAT score range not available,Unknown
Monterey Peninsula College,"Monterey, CA",2-year,Public,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Faith International University,"Tacoma, WA",4-year,Private,Small,Suburban 17% graduation rate $16K average per year after aid SAT score range not available,Suburban 17% graduation rate $16K average per year after aid SAT score range not available,Suburban 17% graduation rate $16K average per year after aid SAT score range not available,Unknown
Alexander Paul Institute Of Hair Design,"Greenville, NC",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Cosmetology Academy Of Texarkana,"Texarkana, TX",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Lawrence And Company College Of Cosmetology,"Hanford, CA",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Joffrey Ballet School,"New York, NY",Unknown,Unknown,Unknown,Urban Graduation rate not available $39K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $39K average per year after aid SAT score range not available,Unknown
Michigan College of Beauty Monroe,"Monroe, MI",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Bell Mar Beauty College,"Cicero, IL",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Paul Mitchell the School Columbia,"West Columbia, SC",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Paradise Valley Community College,"Phoenix, AZ",2-year,Public,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Anoka Technical College,"Anoka, MN",2-year,Public,Medium,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Lorenzo Walker Technical College,"Naples, FL",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Briar Cliff University,"Sioux City, IA",4-year,Private,Unknown,Suburban 43% graduation rate $22K average per year after aid SAT score range not available,Suburban 43% graduation rate $22K average per year after aid SAT score range not available,Suburban 43% graduation rate $22K average per year after aid SAT score range not available,Unknown
Iowa School of Beauty Sioux City,"Sioux City, IA",Unknown,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Carteret Community College,"Morehead City, NC",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Connors State College,"Warner, OK",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Trinidad State College,"Trinidad, CO",4-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Mystros Barber Academy,"Houston, TX",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
American University of Beirut,"Beirut, Lebanon",4-year,Unknown,Unknown,Urban Graduation rate not available Average annual cost after aid not available SAT score range not available,Unknown,Unknown,Unknown
Felbry College School Of Nursing,"Columbus, OH",4-year,Private,Unknown,Urban Graduation rate not available $45K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $45K average per year after aid SAT score range not available,Unknown
Central Lakes College Brainerd,"Brainerd, MN",2-year,Public,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Westchester School Of Beauty Culture,"Mount Vernon, NY",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Northwest Iowa Community College,"Sheldon, IA",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Drury University College Of Continuing Professional Studies,"Springfield, MO",4-year,Private,Unknown,Urban 11% graduation rate $15K average per year after aid SAT score range not available,Urban 11% graduation rate $15K average per year after aid SAT score range not available,Urban 11% graduation rate $15K average per year after aid SAT score range not available,Unknown
Mesa Community College,"Mesa, AZ",2-year,Public,Very Large,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Paul Mitchell the School Great Lakes,"Port Huron, MI",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Jenny Lea Academy Of Cosmetology,"Johnson City, TN",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Northwest Kansas Technical College,"Goodland, KS",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Colorado Technical University,"Colorado Springs, CO",4-year,Private,Unknown,Suburban 17% graduation rate $16K average per year after aid SAT score range not available,Suburban 17% graduation rate $16K average per year after aid SAT score range not available,Suburban 17% graduation rate $16K average per year after aid SAT score range not available,Unknown
Hair Professionals Career College Palos Hills,"Palos Hills, IL",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Mendocino College,"Ukiah, CA",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
West Hills College: Lemoore,"Lemoore, CA",2-year,Public,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Bryant & Stratton College: Virginia Beach,"Virginia Beach, VA",4-year,Private,Small,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $12K average per year after aid SAT score range not available,Unknown
Terra State Community College,"Fremont, OH",2-year,Public,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
California College Of Barbering And Cosmetology,"Stockton, CA",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
East Los Angeles College,"Monterey Park, CA",2-year,Public,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Remington College: Greenspoint Campus,"Houston, TX",4-year,Private,Unknown,Urban 50% graduation rate $24K average per year after aid SAT score range not available,Urban 50% graduation rate $24K average per year after aid SAT score range not available,Urban 50% graduation rate $24K average per year after aid SAT score range not available,Unknown
American Baptist College,"Nashville, TN",4-year,Private,Unknown,Urban 22% graduation rate $17K average per year after aid SAT score range not available,Urban 22% graduation rate $17K average per year after aid SAT score range not available,Urban 22% graduation rate $17K average per year after aid SAT score range not available,Unknown
Montana Academy Of Salons,"Great Falls, MT",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Career Academy Of Hair Design Springdale,"Springdale, AR",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Sandhills Community College,"Pinehurst, NC",2-year,Public,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
American Beauty Academy Salt Lake,"West Valley City, UT",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Staunton School Of Cosmetology,"Staunton, VA",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Creative Images Institute Of Cosmetology South Dayton,"Dayton, OH",Unknown,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Manuel And Theresa's School Of Hair Design Brenham,"Brenham, TX",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Montgomery Community College,"Troy, NC",2-year,Public,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Paul Mitchell the School Merrillville,"Merrillville, IN",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Arthurs Beauty College Jonesboro,"Jonesboro, AR",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
National Beauty College,"Canton, OH",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Interactive College Of Technology Southwest Houston,"Houston, TX",Unknown,Private,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Lindsey Institute of Cosmetology,"Bowling Green, KY",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Bryant & Stratton College: Albany,"Albany, NY",4-year,Private,Small,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Lake Area Technical College,"Watertown, SD",2-year,Public,Small,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
The Salon Professional Academy Onalaska,"Onalaska, WI",Unknown,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Luther Rice College and Seminary,"Lithonia, GA",4-year,Private,Small,Suburban Graduation rate not available Average annual cost after aid not available SAT score range not available,Unknown,Unknown,Unknown
Los Angeles Harbor College,"Wilmington, CA",2-year,Public,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Academy Of Salon Professionals,"Sedalia, MO",Less than 2-year,Unknown,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
GateWay Community College,"Phoenix, AZ",2-year,Public,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
College Of Hair Design Downtown,"Lincoln, NE",Unknown,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Academy Of Professional Cosmetology,"Rogers, AR",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Institute Of Advanced Medical Esthetics,"Ashland, VA",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Minneapolis Community and Technical College,"Minneapolis, MN",2-year,Public,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Pine Technical & Community College,"Pine City, MN",2-year,Public,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Interactive College Of Technology Morrow,"Morrow, GA",Unknown,Private,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Denmark College,"Merrillville, IN",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Modesto Junior College,"Modesto, CA",4-year,Public,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Cosmetology Training Center,"Lafayette, LA",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Josefs School Of Hair Skin And Body Fargo,"Fargo, ND",Unknown,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
New Concept Massage And Beauty School,"Miami, FL",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Salon Professional Academy Saint Charles,"Saint Charles, MO",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Interactive College Of Technology,"Atlanta, GA",Unknown,Private,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Rochester Community and Technical College,"Rochester, MN",2-year,Public,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Bryant & Stratton College: Buffalo,"Buffalo, NY",4-year,Private,Small,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Salon Professional Academy Nashville,"Nashville, TN",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Eastern College Of Health Vocations Little Rock,"Little Rock, AR",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Kenneth Shuler School Of Cosmetology Garners Ferry,"Columbia, SC",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Paul Mitchell The School Fresno,"Fresno, CA",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Strayer University Greenville,"Greenville, SC",4-year,Private,Unknown,Urban 25% graduation rate $19K average per year after aid SAT score range not available,Urban 25% graduation rate $19K average per year after aid SAT score range not available,Urban 25% graduation rate $19K average per year after aid SAT score range not available,Unknown
Los Angeles Mission College,"Sylmar, CA",2-year,Public,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Leech Lake Tribal College,"Cass Lake, MN",2-year,Private,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Beyond 21st Century Beauty Academy,"Santa Fe Springs, CA",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Tricoci University of Beauty Culture Indianapolis,"Indianapolis, IN",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Chandler-Gilbert Community College,"Chandler, AZ",2-year,Public,Medium,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
DeVry College of New York: Midtown Campus,"New York, NY",4-year,Private,Small,Urban 19% graduation rate $34K average per year after aid SAT score range not available,Urban 19% graduation rate $34K average per year after aid SAT score range not available,Urban 19% graduation rate $34K average per year after aid SAT score range not available,Unknown
Evergreen Beauty And Barber College Shoreline,"Shoreline, WA",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Unlimited Cosmetology School,"Hattiesburg, MS",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Northwest Technical College,"Bemidji, MN",2-year,Public,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Rural Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Arthurs Beauty College Conway,"Conway, AR",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Stewart School,"Sioux Falls, SD",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Debutantes School Of Beauty,"Dekalb, IL",Less than 2-year,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Baptist Missionary Association Theological Seminary,"Jacksonville, TX",4-year,Private,Small,Rural Graduation rate not available Average annual cost after aid not available SAT score range not available,Unknown,Unknown,Unknown
University of Northern British Columbia,"Prince George, Canada",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Florida Academy,"Fort Myers, FL",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Massage Institute Of Memphis,"Memphis, TN",Less than 2-year,Unknown,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Urban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
Creative Images Institute Of Cosmetology North Dayton,"Dayton, OH",Unknown,Unknown,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown,Suburban Graduation rate not available $13K average per year after aid SAT score range not available,Unknown
