college_name,majors
Marshall University,"Accounting|Art/Art Studies, General|Athletic Training/Trainer|Audiology/Audiologist and Speech-Language Pathology/Pathologist|Bioengineering and Biomedical Engineering|Biology/Biological Sciences, General|Biomedical Sciences, General|Business Administration and Management, General|Business, Management, Marketing, and Related Support Services, Other|Business/Commerce, General|Business/Managerial Economics|Chemistry, General|Civil Engineering, General|Clinical Laboratory Science/Medical Technology/Technologist|Clinical Psychology|Clinical/Medical Laboratory Technician|Computer Teacher Education|Computer and Information Sciences and Support Services, Other|Computer and Information Sciences, General|Computer and Information Systems Security/Auditing/Information Assurance|Computer/Information Technology Services Administration and Management, Other|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Safety Studies|Cyber/Computer Forensics and Counterterrorism|Cytotechnology/Cytotechnologist|Data Science, General|Dietetics/Dietitian|Early Childhood Education and Teaching|Economics, General|Education, General|Education, Other|Educational Evaluation and Research|Educational Leadership and Administration, General|Electrical and Electronics Engineering|Elementary Education and Teaching|Engineering, General|English Language and Literature, General|Environmental Health|Environmental Science|Exercise Science and Kinesiology|Family Practice Nurse/Nursing|Finance, General|Foreign Languages and Literatures, General|Forensic Science and Technology|General Studies|Geographic Information Science and Cartography|Geography|Geology/Earth Science, General|Health/Health Care Administration/Management|Health/Medical Preparatory Programs, Other|History, General|Humanities/Humanistic Studies|Information Science/Studies|International Business/Trade/Commerce|International Relations and Affairs|Journalism|Kindergarten/Preschool Education and Teaching|Labor and Industrial Relations|Latin Language and Literature|Liberal Arts and Sciences/Liberal Studies|Library Science, Other|Library and Information Science|Management Information Systems and Services, Other|Management Information Systems, General|Management Science|Marketing/Marketing Management, General|Mathematics Teacher Education|Mathematics, General|Mechanical Engineering|Medical Informatics|Medicine|Mental Health Counseling/Counselor|Music, General|Nursing Administration|Occupational Safety and Health Technology/Technician|Parks, Recreation and Leisure Facilities Management|Pharmaceutical Sciences|Pharmacy|Physical Education Teaching and Coaching|Physical Sciences, General|Physical Therapy/Therapist|Physician Assistant|Physics, General|Political Science and Government, General|Psychology, General|Public Health, General|Public Policy Analysis|Radiologic Technology/Science - Radiographer|Reading Teacher Education|Regional Studies (U.S., Canadian, Foreign)|Registered Nursing/Registered Nurse|Rehabilitation Science|Respiratory Care Therapy/Therapist|Rhetoric and Composition|School Psychology|Secondary Education and Teaching|Secondary School Administration/Principalship|Social Work|Sociology|Special Education and Teaching, General|Speech-Language Pathology/Pathologist|Sport and Fitness Administration/Management|Statistics, Other|Systematic Biology/Biological Systematics|Systems Science and Theory|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teacher Education, Multiple Levels|Teaching English as a Second or Foreign Language/ESL Language Instructor|Trade and Industrial Teacher Education|Visual and Performing Arts, General|Women's Studies"
Bossier Parish Community College,"Accounting Technology/Technician and Bookkeeping|Acting|Administrative Assistant and Secretarial Science, General|Audiovisual Communications Technologies/Technicians, Other|Business Administration and Management, General|Business/Commerce, General|Child Care Provider/Assistant|Clinical/Medical Laboratory Assistant|Cloud Computing|Computer Installation and Repair Technology/Technician|Computer Programming/Programmer, General|Computer Support specialist|Computer Systems Networking and Telecommunications|Computer and Information Sciences and Support Services, Other|Computer and Information Systems Security/Auditing/Information Assurance|Computer/Information Technology Services Administration and Management, Other|Construction Engineering Technology/Technician|Cosmetology/Cosmetologist, General|Costume Design|Criminal Justice/Safety Studies|Criminalistics and Criminal Science|Culinary Arts/Chef Training|Customer Service Support/Call Center/Teleservice Operation|Data Analytics, General|Design and Visual Communications, General|Diagnostic Medical Sonography/Sonographer and Ultrasound Technician|Digital Arts|Directing and Theatrical Production|Drafting and Design Technology/Technician, General|Dramatic/Theatre Arts and Stagecraft, Other|Education, General|Electrician|Electrocardiograph Technology/Technician|Emergency Medical Technology/Technician (EMT Paramedic)|Engineering, General|Entrepreneurship/Entrepreneurial Studies|Fire Services Administration|General Studies|Graphic Design|Health Aide|Health Information/Medical Records Technology/Technician|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician|Hospital and Health Care Facilities Administration/Management|Industrial Mechanics and Maintenance Technology/Technician|Industrial Production Technologies/Technicians, Other|Industrial Technology/Technician|Information Science/Studies|Legal Administrative Assistant/Secretary|Liberal Arts and Sciences, General Studies and Humanities, Other|Licensed Practical/Vocational Nurse Training|Manufacturing Engineering Technology/Technician|Medical Insurance Specialist/Medical Biller|Medical Office Assistant/Specialist|Medical/Clinical Assistant|Music Technology|Natural Sciences|Network and System Administration/Administrator|Nursing Assistant/Aide and Patient Care Assistant/Aide|Occupational Therapist Assistant|Petroleum Technology/Technician|Pharmacy Technician/Assistant|Phlebotomy Technician/Phlebotomist|Photographic and Film/Video Technology/Technician|Photography|Physical Therapy Assistant|Radio and Television Broadcasting Technology/Technician|Recording Arts Technology/Technician|Registered Nursing/Registered Nurse|Respiratory Care Therapy/Therapist|Retail Management|Surgical Technology/Technologist|Technical Theater/Theater Design and Technology|Telecommunications Technology/Technician|Visual and Performing Arts, Other|Web/Multimedia Management and Webmaster|Welding Technology/Welder"
California State University: San Marcos,"Accounting|American Indian/Native American Studies|Anthropology|Applied Behavior Analysis|Bilingual and Multilingual Education|Biochemistry|Biology/Biological Sciences, General|Biotechnology|Business Administration and Management, General|Chemistry, General|Clinical Laboratory Science/Medical Technology/Technologist|Communication Sciences and Disorders, General|Computer Science|Computer Software Engineering|Computer and Information Systems Security/Auditing/Information Assurance|Criminology|Curriculum and Instruction|Drama and Dramatics/Theater Arts, General|Early Childhood Education and Teaching|Economics, General|Education, General|Educational Leadership and Administration, General|Educational/Instructional Technology|Electrical and Electronics Engineering|English Language and Literature, General|English/Language Arts Teacher Education|Environmental Studies|Ethnic, Cultural Minority, Gender, and Group Studies, Other|Exercise Science and Kinesiology|Family Practice Nurse/Nursing|Fire Protection, Other|Geography|Health and Wellness, General|History, General|Human Development and Family Studies, General|International Relations and Affairs|International/Globalization Studies|Liberal Arts and Sciences/Liberal Studies|Mass Communication/Media Studies|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music, General|Physics, Other|Political Science and Government, General|Pre-Medicine/Pre-Medical Studies|Psychology, General|Public Health, General|Reading Teacher Education|Registered Nursing/Registered Nurse|Social Sciences, General|Social Work|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Speech-Language Pathology/Pathologist|Sports, Kinesiology, and Physical Education/Fitness, General|Teacher Education and Professional Development, Specific Levels and Methods, Other|Visual and Performing Arts, General|Water, Wetlands, and Marine Resources Management|Women's Studies"
Talmudical Seminary Of Bobov,Talmudic Studies
Wright State University: Lake Campus,"Agribusiness/Agricultural Business Operations|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Commerce, General|Chemistry, General|Computer Engineering Technology/Technician|Computer Graphics|Computer and Information Systems Security/Auditing/Information Assurance|Criminology|Elementary Education and Teaching|Engineering Technologies/Technicians, General|English Language and Literature, General|General Studies|Geology/Earth Science, General|Graphic Design|History, General|Junior High/Intermediate/Middle School Education and Teaching|Management Information Systems, General|Mechanical Engineering|Mechatronics, Robotics, and Automation Engineering|Multi-/Interdisciplinary Studies, Other|Physical Sciences, General|Psychology, General|Registered Nursing/Registered Nurse|Social Work|Sociology|Speech Communication and Rhetoric"
Oklahoma Christian University,"Accounting|Accounting and Finance|Adult and Continuing Education and Teaching|Advertising|Art/Art Studies, General|Artificial Intelligence|Banking and Financial Support Services|Bible/Biblical Studies|Biochemistry|Biology/Biological Sciences, General|Business Administration and Management, General|Business, Management, Marketing, and Related Support Services, Other|Business/Commerce, General|Cell/Cellular and Molecular Biology|Chemistry, General|Child Development|Clinical Laboratory Science/Medical Technology/Technologist|Clinical/Medical Laboratory Technician|Commercial and Advertising Art|Computer Engineering, General|Computer Science|Computer and Information Sciences, General|Creative Writing|Criminal Justice/Safety Studies|Design and Applied Arts, Other|Divinity/Ministry|E-Commerce/Electronic Commerce|Education, General|Educational Leadership and Administration, General|Electrical and Electronics Engineering|Elementary Education and Teaching|Engineering Physics/Applied Physics|Engineering, General|English Language and Literature, General|English/Language Arts Teacher Education|Family and Community Services|Finance and Financial Management Services, Other|Finance, General|Forensic Chemistry|General Studies|Health/Health Care Administration/Management|Health/Medical Preparatory Programs, Other|History, General|Human Development and Family Studies, General|Human Resources Management and Services, Other|Human Resources Management/Personnel Administration, General|Information Science/Studies|Interior Design|International Business/Trade/Commerce|Journalism|Liberal Arts and Sciences/Liberal Studies|Management Information Systems, General|Management Science|Marketing/Marketing Management, General|Mass Communication/Media Studies|Mathematics Teacher Education|Mathematics and Statistics, Other|Mathematics, General|Mechanical Engineering|Missions/Missionary Studies|Music Teacher Education|Music, General|Organizational Behavior Studies|Organizational Communication, General|Organizational Leadership|Peace Studies and Conflict Resolution|Photography|Physical Education Teaching and Coaching|Political Science and Government, General|Pre-Law Studies|Pre-Pharmacy Studies|Project Management|Psychology, General|Registered Nursing/Registered Nurse|Religion/Religious Studies|Religious Education|Science Teacher Education/General Science Teacher Education|Social Studies Teacher Education|Spanish Language and Literature|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Teacher Education, Multiple Levels|Teaching English as a Second or Foreign Language/ESL Language Instructor|Theology/Theological Studies|Visual and Performing Arts, Other"
Baptist College of Florida,"Bible/Biblical Studies|Business Administration and Management, General|Elementary Education and Teaching|English Language and Literature, General|English/Language Arts Teacher Education|General Studies|History Teacher Education|History, General|Missions/Missionary Studies|Music Performance, General|Music Teacher Education|Psychology, General|Religious Education|Theology/Theological Studies"
Valley City State University,"Art Teacher Education|Art/Art Studies, General|Athletic Training/Trainer|Biology Teacher Education|Biology/Biological Sciences, General|Business Administration and Management, General|Business and Innovation/Entrepreneurship Teacher Education|Chemistry Teacher Education|Chemistry, General|Clinical Laboratory Science/Medical Technology/Technologist|Communication, General|Computer Software Engineering|Computer Software and Media Applications, Other|Computer and Information Sciences, General|Design and Visual Communications, General|Digital Arts|Elementary Education and Teaching|English Language and Literature, General|English/Language Arts Teacher Education|Environmental Science|General Studies|Health Teacher Education|Health/Medical Preparatory Programs, Other|History Teacher Education|History, General|Human Services, General|Information Technology|Junior High/Intermediate/Middle School Education and Teaching|Keyboard Instruments|Liberal Arts and Sciences, General Studies and Humanities, Other|Management Information Systems, General|Marketing/Marketing Management, General|Mathematics Teacher Education|Mathematics, General|Music Teacher Education|Music Theory and Composition|Music, General|Physical Education Teaching and Coaching|Psychology, General|Reading Teacher Education|School Librarian/School Library Media Specialist|Secondary Education and Teaching|Selling Skills and Sales Operations|Social Science Teacher Education|Social Sciences, General|Spanish Language and Literature|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sports, Kinesiology, and Physical Education/Fitness, General|Teacher Education and Professional Development, Specific Subject Areas, Other|Teaching English as a Second or Foreign Language/ESL Language Instructor|Technical Teacher Education|Technology Teacher Education/Industrial Arts Teacher Education|Wildlife, Fish and Wildlands Science and Management"
University of Pittsburgh at Greensburg,"Accounting|American/United States Studies/Civilization|Anthropology|Applied Mathematics|Arts, Entertainment, and Media Management, General|Biochemistry|Biological and Physical Sciences|Biology/Biological Sciences, General|Business/Commerce, General|Chemistry, General|Children's and Adolescent Literature|Creative Writing|Criminal Justice/Law Enforcement Administration|Digital Communication and Media/Multimedia|Early Childhood Education and Teaching|English Literature (British and Commonwealth)|Health/Health Care Administration/Management|History, General|Humanities/Humanistic Studies|Information Technology|Management Information Systems, General|Multi-/Interdisciplinary Studies, Other|Political Science and Government, General|Psychology, General|Public Policy Analysis|Rhetoric and Composition|Secondary Education and Teaching|Social Sciences, General|Spanish Language Teacher Education|Spanish Language and Literature|Visual and Performing Arts, General"
University of North Carolina at Pembroke,"Accounting|American Indian/Native American Studies|Art Teacher Education|Athletic Training/Trainer|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Commerce, General|Chemistry, General|Clinical Laboratory Science/Medical Technology/Technologist|College Student Counseling and Personnel Services|Computer Science|Computer and Information Systems Security/Auditing/Information Assurance|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Safety Studies|Drama and Dramatics/Theater Arts, General|Elementary Education and Teaching|English Language and Literature, General|English/Language Arts Teacher Education|Environmental Science|Environmental Studies|Fine/Studio Arts, General|History, General|Information Technology|Junior High/Intermediate/Middle School Education and Teaching|Kindergarten/Preschool Education and Teaching|Mass Communication/Media Studies|Mathematics Teacher Education|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music Performance, General|Music Teacher Education|Music, General|Occupational Therapy/Therapist|Philosophy and Religious Studies, Other|Physical Education Teaching and Coaching|Physics, General|Political Science and Government, General|Psychology, General|Public Administration|Reading Teacher Education|Registered Nursing/Registered Nurse|Science Teacher Education/General Science Teacher Education|Secondary School Administration/Principalship|Social Studies Teacher Education|Social Work|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Sport and Fitness Administration/Management|Sports, Kinesiology, and Physical Education/Fitness, General|Teacher Education and Professional Development, Specific Levels and Methods, Other"
